,Unnamed: 0,Unnamed: 0.1,target1,doc1,origin,Unnamed: 0,Unnamed: 0.1,target2,doc2,origin
5927,5927.0,8.0,1.0,Clone https://bitbucket.org/skintillion/morphclass,laravel_framework_issues_17231,5927.0,8.0,0.0,Clone https://bitbucket.org/skintillion/morphclass,laravel_framework_issues_17231
6005,6005.0,11.0,1.0,@schiessle,nextcloud_server_issues_1490,6005.0,11.0,0.0,@schiessle,nextcloud_server_issues_1490
6072,6072.0,3.0,1.0,See alse https://en.wikipedia.org/wiki/WebAuthn,monicahq_monica_issues_1536,6072.0,3.0,0.0,See alse https://en.wikipedia.org/wiki/WebAuthn,monicahq_monica_issues_1536
6188,6188.0,19.0,1.0,### Additional info,yiisoft_yii2_issues_17150,6188.0,19.0,0.0,### Additional info,yiisoft_yii2_issues_17150
6209,6209.0,14.0,1.0,PHP version 7.1.9  works fine,sebastianbergmann_phpunit_issues_2795,6209.0,14.0,0.0,PHP version 7.1.9  works fine,sebastianbergmann_phpunit_issues_2795
6273,6273.0,0.0,1.0,系统接入cas问题，客户端使用wen'ti,nextcloud_server_issues_16621,6273.0,0.0,0.0,系统接入cas问题，客户端使用wen'ti,nextcloud_server_issues_16621
6274,6274.0,1.0,1.0,您好，我咨询一下，nextcloud接入cas后，客户端登录认证是否能cas认证登录。,nextcloud_server_issues_16621,6274.0,1.0,0.0,您好，我咨询一下，nextcloud接入cas后，客户端登录认证是否能cas认证登录。,nextcloud_server_issues_16621
6713,6713.0,29.0,0.0,## $files array in getConfigurationFiles(),laravel_framework_issues_13143,6713.0,29.0,1.0,## $files array in getConfigurationFiles(),laravel_framework_issues_13143
6723,6723.0,39.0,0.0,## problematic invocation of Config\Repository::set,laravel_framework_issues_13143,6723.0,39.0,1.0,## problematic invocation of Config\Repository::set,laravel_framework_issues_13143
6737,6737.0,0.0,0.0,Internal Server Error 500 #2615,CachetHQ_Cachet_issues_2616,6737.0,0.0,1.0,Internal Server Error 500 #2615,CachetHQ_Cachet_issues_2616
6793,6793.0,14.0,0.0,- [x] [mb_str_split](https://wiki.php.net/rfc/mb_str_split) (#4380 -> #4534),FriendsOfPHP_PHP-CS-Fixer_issues_4382,6793.0,14.0,1.0,- [x] [mb_str_split](https://wiki.php.net/rfc/mb_str_split) (#4380 -> #4534),FriendsOfPHP_PHP-CS-Fixer_issues_4382
6801,6801.0,22.0,0.0,- [x] VisibilityRequiredFixer (#4641),FriendsOfPHP_PHP-CS-Fixer_issues_4382,6801.0,22.0,1.0,- [x] VisibilityRequiredFixer (#4641),FriendsOfPHP_PHP-CS-Fixer_issues_4382
6991,6991.0,14.0,0.0,The problem is related to the way OCI8 retrieves LOBs data types.,symfony_symfony_issues_3255,6991.0,14.0,1.0,The problem is related to the way OCI8 retrieves LOBs data types.,symfony_symfony_issues_3255
7040,7040.0,1.0,1.0,Since https://github.com/nextcloud/server/pull/714,nextcloud_server_issues_942,7040.0,1.0,0.0,Since https://github.com/nextcloud/server/pull/714,nextcloud_server_issues_942
7074,7074.0,11.0,0.0,3. write $this->where($filter)->except(['the filed which I didn't want'])->toArray();,laravel_framework_issues_18862,7074.0,11.0,1.0,3. write $this->where($filter)->except(['the filed which I didn't want'])->toArray();,laravel_framework_issues_18862
7080,7080.0,5.0,0.0,"- Authentication：**Log-in credentials, save in session**",nextcloud_server_issues_18238,7080.0,5.0,1.0,"- Authentication：**Log-in credentials, save in session**",nextcloud_server_issues_18238
7203,7203.0,39.0,1.0,**Updated from an older Nextcloud/ownCloud or fresh install:** Update from 15,nextcloud_server_issues_16799,7203.0,39.0,0.0,**Updated from an older Nextcloud/ownCloud or fresh install:** Update from 15,nextcloud_server_issues_16799
7224,7224.0,60.0,0.0,The server dont shows any error,nextcloud_server_issues_16799,7224.0,60.0,1.0,The server dont shows any error,nextcloud_server_issues_16799
7233,7233.0,69.0,0.0,"The server dont shows any error, the loglevel was debug",nextcloud_server_issues_16799,7233.0,69.0,1.0,"The server dont shows any error, the loglevel was debug",nextcloud_server_issues_16799
7328,7328.0,18.0,0.0,-->,SpartnerNL_Laravel-Excel_issues_2731,7328.0,18.0,1.0,-->,SpartnerNL_Laravel-Excel_issues_2731
7369,7369.0,59.0,1.0,"<!-- What actually happens. Please include screenshots, strack traces and anything that can help us understand the issue. -->",SpartnerNL_Laravel-Excel_issues_2731,7369.0,59.0,0.0,"<!-- What actually happens. Please include screenshots, strack traces and anything that can help us understand the issue. -->",SpartnerNL_Laravel-Excel_issues_2731
7446,7446.0,0.0,0.0,Uncaught TypeError: Illuminate\Exception\WhoopsDisplayer when hosted on Heroku,tymondesigns_jwt-auth_issues_208,7446.0,0.0,1.0,Uncaught TypeError: Illuminate\Exception\WhoopsDisplayer when hosted on Heroku,tymondesigns_jwt-auth_issues_208
7448,7448.0,2.0,0.0,"- AngularJS front-end,",tymondesigns_jwt-auth_issues_208,7448.0,2.0,1.0,"- AngularJS front-end,",tymondesigns_jwt-auth_issues_208
7449,7449.0,3.0,0.0,"- Laravel back-end,",tymondesigns_jwt-auth_issues_208,7449.0,3.0,1.0,"- Laravel back-end,",tymondesigns_jwt-auth_issues_208
7588,7588.0,2.0,1.0,1. Run 14.0.2,nextcloud_server_issues_12623,7588.0,2.0,0.0,1. Run 14.0.2,nextcloud_server_issues_12623
7589,7589.0,3.0,1.0,2. Update to 15 RC1,nextcloud_server_issues_12623,7589.0,3.0,0.0,2. Update to 15 RC1,nextcloud_server_issues_12623
7607,7607.0,21.0,0.0,mysql,nextcloud_server_issues_12623,7607.0,21.0,1.0,mysql,nextcloud_server_issues_12623
7615,7615.0,29.0,1.0,@nickvergessen @rullzer @skjnldsv ideas?,nextcloud_server_issues_12623,7615.0,29.0,0.0,@nickvergessen @rullzer @skjnldsv ideas?,nextcloud_server_issues_12623
