,Unnamed: 0,Unnamed: 0.1,target1,doc1,origin,Unnamed: 0,Unnamed: 0.1,target2,doc2,origin
8276,8276.0,15.0,0.0,ecs_taskdefinition,ansible_ansible_issues_55031,8276.0,15.0,1.0,ecs_taskdefinition,ansible_ansible_issues_55031
8299,8299.0,3.0,0.0,Traceback (most recent call last):,psf_requests_issues_2120,8299.0,3.0,1.0,Traceback (most recent call last):,psf_requests_issues_2120
8333,8333.0,7.0,0.0,win_iis_virtualdirectory,ansible_ansible_issues_36060,8333.0,7.0,1.0,win_iis_virtualdirectory,ansible_ansible_issues_36060
8563,8563.0,0.0,1.0,AttributeError: 'module' object has no attribute 'TCPServer',pallets_flask_issues_2145,8563.0,0.0,0.0,AttributeError: 'module' object has no attribute 'TCPServer',pallets_flask_issues_2145
8621,8621.0,23.0,1.0,"Linux, Mac OS, any UNIX",ansible_ansible_issues_44809,8621.0,23.0,0.0,"Linux, Mac OS, any UNIX",ansible_ansible_issues_44809
8640,8640.0,3.0,1.0,* Operating System: Raspbian jessie with desktop,ageitgey_face_recognition_issues_154,8640.0,3.0,0.0,* Operating System: Raspbian jessie with desktop,ageitgey_face_recognition_issues_154
10070,10070.0,1364.0,0.0,in Holding Register 0000000000000011 is swith1 on and switch2 on,home-assistant_core_issues_37025,10070.0,1364.0,1.0,in Holding Register 0000000000000011 is swith1 on and switch2 on,home-assistant_core_issues_37025
10071,10071.0,1365.0,0.0,in Holding Register 0000000000000010 is swith1 off and switch2 on,home-assistant_core_issues_37025,10071.0,1365.0,1.0,in Holding Register 0000000000000010 is swith1 off and switch2 on,home-assistant_core_issues_37025
10196,10196.0,1.0,1.0,> Platform:raspberry pi 2 model b,home-assistant_core_issues_20908,10196.0,1.0,0.0,> Platform:raspberry pi 2 model b,home-assistant_core_issues_20908
10318,10318.0,1.0,1.0,"_Original ticket http://projects.scipy.org/numpy/ticket/1995 on 2011-12-13 by trac user O.C., assigned to unknown._",numpy_numpy_issues_2588,10318.0,1.0,0.0,"_Original ticket http://projects.scipy.org/numpy/ticket/1995 on 2011-12-13 by trac user O.C., assigned to unknown._",numpy_numpy_issues_2588
10405,10405.0,3.0,1.0,- Regression between 1.9.4 and 2.0.0rc3,ansible_ansible_issues_13745,10405.0,3.0,0.0,- Regression between 1.9.4 and 2.0.0rc3,ansible_ansible_issues_13745
10408,10408.0,6.0,1.0,# Summary:,ansible_ansible_issues_13745,10408.0,6.0,0.0,# Summary:,ansible_ansible_issues_13745
10419,10419.0,17.0,1.0,- `ansible all -l tenrtwo -i ./bootstrap -u root -m setup -vvvv` should work,ansible_ansible_issues_13745,10419.0,17.0,0.0,- `ansible all -l tenrtwo -i ./bootstrap -u root -m setup -vvvv` should work,ansible_ansible_issues_13745
10422,10422.0,20.0,1.0,# as seen in 1.9.4,ansible_ansible_issues_13745,10422.0,20.0,0.0,# as seen in 1.9.4,ansible_ansible_issues_13745
10579,10579.0,11.0,0.0,win_unzip,ansible_ansible_issues_54113,10579.0,11.0,1.0,win_unzip,ansible_ansible_issues_54113
10592,10592.0,24.0,0.0,`ansible-config dump --only-changed` returns nothing.,ansible_ansible_issues_54113,10592.0,24.0,1.0,`ansible-config dump --only-changed` returns nothing.,ansible_ansible_issues_54113
10809,10809.0,12.0,0.0,"1) Id = ""A/1"", Username = ""Abc""",getsentry_sentry_issues_12538,10809.0,12.0,1.0,"1) Id = ""A/1"", Username = ""Abc""",getsentry_sentry_issues_12538
10810,10810.0,13.0,0.0,"2) Id = ""A/2"", Username = ""Abc"" ",getsentry_sentry_issues_12538,10810.0,13.0,1.0,"2) Id = ""A/2"", Username = ""Abc"" ",getsentry_sentry_issues_12538
10811,10811.0,14.0,0.0,"3) Id = ""A/3"", Email= ""email""",getsentry_sentry_issues_12538,10811.0,14.0,1.0,"3) Id = ""A/3"", Email= ""email""",getsentry_sentry_issues_12538
10840,10840.0,16.0,0.0,none,home-assistant_core_issues_28076,10840.0,16.0,1.0,none,home-assistant_core_issues_28076
10948,10948.0,124.0,0.0,options.xml:,home-assistant_core_issues_28076,10948.0,124.0,1.0,options.xml:,home-assistant_core_issues_28076
10969,10969.0,145.0,0.0,debug log:,home-assistant_core_issues_28076,10969.0,145.0,1.0,debug log:,home-assistant_core_issues_28076
11016,11016.0,17.0,0.0,"Detected I/O inside the event loop. This is causing stability issues. Please report issue for avri doing I/O at homeassistant/components/avri/sensor.py, line 25: each_upcoming = client.upcoming_of_each()",home-assistant_core_issues_37305,11016.0,17.0,1.0,"Detected I/O inside the event loop. This is causing stability issues. Please report issue for avri doing I/O at homeassistant/components/avri/sensor.py, line 25: each_upcoming = client.upcoming_of_each()",home-assistant_core_issues_37305
11041,11041.0,42.0,1.0,- Home Assistant Core release with the issue: 0.112.0,home-assistant_core_issues_37305,11041.0,42.0,0.0,- Home Assistant Core release with the issue: 0.112.0,home-assistant_core_issues_37305
11043,11043.0,44.0,1.0,- Operating environment (OS/Container/Supervised/Core): HassOS (see above),home-assistant_core_issues_37305,11043.0,44.0,0.0,- Operating environment (OS/Container/Supervised/Core): HassOS (see above),home-assistant_core_issues_37305
11065,11065.0,1.0,0.0,Ansible 2.0 devel branch,ansible_ansible_issues_12478,11065.0,1.0,1.0,Ansible 2.0 devel branch,ansible_ansible_issues_12478
11127,11127.0,12.0,0.0,ansible-vault edit,ansible_ansible_issues_32873,11127.0,12.0,1.0,ansible-vault edit,ansible_ansible_issues_32873
11148,11148.0,33.0,0.0,None,ansible_ansible_issues_32873,11148.0,33.0,1.0,None,ansible_ansible_issues_32873
11151,11151.0,36.0,0.0,<!---,ansible_ansible_issues_32873,11151.0,36.0,1.0,<!---,ansible_ansible_issues_32873
11168,11168.0,53.0,0.0,1. ansible-vault existing_vault.yml,ansible_ansible_issues_32873,11168.0,53.0,1.0,1. ansible-vault existing_vault.yml,ansible_ansible_issues_32873
11241,11241.0,24.0,0.0,Step 44/3000 - 0.31283405731719177 steps/s,Textualize_rich_issues_304,11241.0,24.0,1.0,Step 44/3000 - 0.31283405731719177 steps/s,Textualize_rich_issues_304
11298,11298.0,1.0,1.0,install via: `conda install matplotlib -c tacaswell` (only linux-64 ATM),pandas-dev_pandas_issues_11111,11298.0,1.0,0.0,install via: `conda install matplotlib -c tacaswell` (only linux-64 ATM),pandas-dev_pandas_issues_11111
11900,11900.0,22.0,1.0,**Traceback (if applicable):**,home-assistant_core_issues_2014,11900.0,22.0,0.0,**Traceback (if applicable):**,home-assistant_core_issues_2014
11916,11916.0,7.0,1.0,`--pypi-mirror` should be treated as an extension to `project.sources`,pypa_pipenv_issues_4199,11916.0,7.0,0.0,`--pypi-mirror` should be treated as an extension to `project.sources`,pypa_pipenv_issues_4199
12024,12024.0,115.0,0.0,Contents of `Pipfile` ('/Users/tianyizhuang/Projects/dapeng/Pipfile'):,pypa_pipenv_issues_4199,12024.0,115.0,1.0,Contents of `Pipfile` ('/Users/tianyizhuang/Projects/dapeng/Pipfile'):,pypa_pipenv_issues_4199
12051,12051.0,142.0,0.0,Contents of `Pipfile.lock` ('/Users/tianyizhuang/Projects/dapeng/Pipfile.lock'):,pypa_pipenv_issues_4199,12051.0,142.0,1.0,Contents of `Pipfile.lock` ('/Users/tianyizhuang/Projects/dapeng/Pipfile.lock'):,pypa_pipenv_issues_4199
12346,12346.0,12.0,0.0,* Redash Version:  Version: 8.0.0+b32245 (a16f551e),getredash_redash_issues_5012,12346.0,12.0,1.0,* Redash Version:  Version: 8.0.0+b32245 (a16f551e),getredash_redash_issues_5012
12349,12349.0,15.0,1.0,chrome,getredash_redash_issues_5012,12349.0,15.0,0.0,chrome,getredash_redash_issues_5012
12356,12356.0,3.0,0.0,# TODO: Update this line to work with batch > 1. Right now it assumes all,keras-team_keras_issues_10011,12356.0,3.0,1.0,# TODO: Update this line to work with batch > 1. Right now it assumes all,keras-team_keras_issues_10011
12357,12357.0,4.0,0.0,#       images in a batch have the same active_class_ids,keras-team_keras_issues_10011,12357.0,4.0,1.0,#       images in a batch have the same active_class_ids,keras-team_keras_issues_10011
12388,12388.0,27.0,1.0,"**the model is still trainable, although it now expects compressed representations as targets:**",keras-team_keras_issues_1633,12388.0,27.0,0.0,"**the model is still trainable, although it now expects compressed representations as targets:**",keras-team_keras_issues_1633
12445,12445.0,10.0,0.0,nxos_l3_interface,ansible_ansible_issues_41491,12445.0,10.0,1.0,nxos_l3_interface,ansible_ansible_issues_41491
12474,12474.0,39.0,0.0,<!--- Paste example playbooks or commands between quotes below -->,ansible_ansible_issues_41491,12474.0,39.0,1.0,<!--- Paste example playbooks or commands between quotes below -->,ansible_ansible_issues_41491
12544,12544.0,5.0,1.0,"*Ray version and other system information (Python version, TensorFlow version, OS):* 2.0dev",ray-project_ray_issues_14577,12544.0,5.0,0.0,"*Ray version and other system information (Python version, TensorFlow version, OS):* 2.0dev",ray-project_ray_issues_14577
12592,12592.0,7.0,1.0,-->,home-assistant_core_issues_19191,12592.0,7.0,0.0,-->,home-assistant_core_issues_19191
12884,12884.0,9.0,1.0,-->,home-assistant_core_issues_23948,12884.0,9.0,0.0,-->,home-assistant_core_issues_23948
12894,12894.0,19.0,0.0,venv,home-assistant_core_issues_23948,12894.0,19.0,1.0,venv,home-assistant_core_issues_23948
12945,12945.0,10.0,1.0,- Using GPU in script?: Yes,huggingface_transformers_issues_9146,12945.0,10.0,0.0,- Using GPU in script?: Yes,huggingface_transformers_issues_9146
12946,12946.0,11.0,1.0,- Using distributed or parallel set-up in script?: Yes,huggingface_transformers_issues_9146,12946.0,11.0,0.0,- Using distributed or parallel set-up in script?: Yes,huggingface_transformers_issues_9146
13031,13031.0,96.0,0.0,2. Run `python run_glue.py --model_name_or_path roberta-large --do_train --do_eval --per_gpu_train_batch_size 8 --output_dir hypersearch-0 --task_name sst2 --evaluation_strategy steps --eval_steps 20 --logging_steps 10`,huggingface_transformers_issues_9146,13031.0,96.0,1.0,2. Run `python run_glue.py --model_name_or_path roberta-large --do_train --do_eval --per_gpu_train_batch_size 8 --output_dir hypersearch-0 --task_name sst2 --evaluation_strategy steps --eval_steps 20 --logging_steps 10`,huggingface_transformers_issues_9146
